
mysql> SELECT * FROM Entry WHERE (contentLineOne LIKE '(3%' OR contentLineOne LIKE '1-3%') AND subtype='phone';                                                
+-----+---------------+-----------+------------+---------------------+-------+---------+----------------+----------------+------------------+-----------------+-----------------+
| id  | addressBookId | firstName | lastName   | birthday            | type  | subtype | contentLineOne | contentLineTwo | contentLineThree | contentLineFour | contentLineFive |
| 543 |            17 | Gregory   | Delgado    | 1978-12-05 21:05:09 | work | phone   | 1-288-842-7798 | NULL           | NULL             | NULL            | NULL            |
| 544 |             2 | Amos      | Guerra     | 2000-07-10 19:54:23 | work | phone   | 1-200-632-6121 | NULL           | NULL             | NULL            | NULL            |
| 545 |            56 | Cullen    | Clark      | 1956-06-26 22:57:27 | work | phone   | 1-714-940-2261 | NULL           | NULL             | NULL            | NULL            |
| 546 |             8 | Justine   | Alvarado   | 1986-08-05 03:17:58 | work | phone   | 1-818-675-0025 | NULL           | NULL             | NULL            | NULL            |
| 547 |            17 | Hope      | Burks      | 1997-10-23 21:00:15 | work | phone   | 1-455-517-8024 | NULL           | NULL             | NULL            | NULL            |
| 548 |            65 | Yvette    | Pace       | 1953-01-28 03:50:41 | work | phone   | 1-748-422-4462 | NULL           | NULL             | NULL            | NULL            |
| 549 |            95 | Michael   | Mckinney   | 1975-04-14 02:27:01 | work | phone   | 1-666-272-0725 | NULL           | NULL             | NULL            | NULL            |
| 550 |            65 | Joan      | Olsen      | 1999-08-28 06:29:41 | work | phone   | 1-496-462-5682 | NULL           | NULL             | NULL            | NULL            |
| 571 |            96 | Bruno     | Gordon     | 1969-01-22 09:15:20 | work | phone   | 1-932-984-3613 | NULL           | NULL             | NULL            | NULL            |
| 572 |            19 | Troy      | Rosario    | 1980-01-03 12:59:02 | work | phone   | 1-882-917-2181 | NULL           | NULL             | NULL            | NULL            |
| 573 |            33 | Orson     | Flynn      | 1987-03-23 09:38:18 | work | phone   | 1-314-438-7333 | NULL           | NULL             | NULL            | NULL            |
| 574 |            21 | Zephania  | Clemons    | 1970-09-07 11:03:44 | work | phone   | 1-801-404-4012 | NULL           | NULL             | NULL            | NULL            |
| 575 |            68 | Ocean     | Roberson   | 1988-08-31 23:07:04 | work | phone   | 1-605-906-0624 | NULL           | NULL             | NULL            | NULL            |
| 576 |            53 | Tallulah  | Forbes     | 1977-02-18 22:26:50 | work | phone   | 1-873-599-3215 | NULL           | NULL             | NULL            | NULL            |
| 577 |            53 | Raya      | Valencia   | 1965-01-31 21:29:15 | work | phone   | 1-974-982-5182 | NULL           | NULL             | NULL            | NULL            |
| 578 |             8 | Mallory   | King       | 1991-12-10 14:36:47 | work | phone   | 1-390-805-4496 | NULL           | NULL             | NULL            | NULL            |
| 579 |            11 | Dorian    | Trujillo   | 1968-05-26 09:07:22 | work | phone   | 1-203-884-3276 | NULL           | NULL             | NULL            | NULL            |
| 580 |            73 | Naida     | Slater     | 1948-10-25 09:46:06 | work | phone   | 1-661-184-8442 | NULL           | NULL             | NULL            | NULL            |
+-----+---------------+-----------+------------+---------------------+------+---------+----------------+----------------+------------------+-----------------+-----------------+
60 rows in set (0.01 sec)
